occupation,frequency,cluster_id,category_name
Aiutante Magg. della Guardia di Finanza,1,2,"Governance, civic administration & institutional titles"
"C, Reparto Uff. personale Ferrovie dello Stato, Direzione",1,2,"Governance, civic administration & institutional titles"
Comandante le tenenze Legione Territoriale dei Carabinieri,1,2,"Governance, civic administration & institutional titles"
Segret. Capo Sez. Amministrativa,1,2,"Governance, civic administration & institutional titles"
Comm. Aggi. dirigente,1,2,"Governance, civic administration & institutional titles"
Agente per l Venetti E. A. Super Lux,1,2,"Governance, civic administration & institutional titles"
"Ispett. Capo, Uff. Impianti Elettrici e di Segnalamento, Ferrovie dello Stato, Direzione S. Lucia",1,2,"Governance, civic administration & institutional titles"
rappresentante goiieri alametari,1,2,"Governance, civic administration & institutional titles"
Segretario Regionale del Lavoro per le Venezie,1,2,"Governance, civic administration & institutional titles"
Vice Direttore Banca di Roma,1,2,"Governance, civic administration & institutional titles"
Vice Presidente Deputazione Provinciale dell'Amministrazione della Provincia,1,2,"Governance, civic administration & institutional titles"
Dirig. Uff. Srrvizio,1,2,"Governance, civic administration & institutional titles"
"Presidente Ass. dei Commercianti, ",1,2,"Governance, civic administration & institutional titles"
Cassiere Economo,1,2,"Governance, civic administration & institutional titles"
Direttore Gener.,1,2,"Governance, civic administration & institutional titles"
Cancelliere dirigente,1,2,"Governance, civic administration & institutional titles"
dirigente Commissariato di S. Marco,1,2,"Governance, civic administration & institutional titles"
Addetto Sviarda Naobile,1,2,"Governance, civic administration & institutional titles"
Capo Servizi Sgx. Mag. Gen.,1,2,"Governance, civic administration & institutional titles"
Segretario Banca Nazionale del Lavoro,1,2,"Governance, civic administration & institutional titles"
Rappresentante Carta,1,2,"Governance, civic administration & institutional titles"
Comm. Agaxit. Ufficio Stranieri dalla Questura,1,2,"Governance, civic administration & institutional titles"
vicario S. Barnaba,1,2,"Governance, civic administration & institutional titles"
Commissariato Compartimentale di Polizia Ferroviaria,1,2,"Governance, civic administration & institutional titles"
Gabinetto Prefettura,1,2,"Governance, civic administration & institutional titles"
Comm. dirigente,1,2,"Governance, civic administration & institutional titles"
Σegretario,1,2,"Governance, civic administration & institutional titles"
Consegnatario Magazino Distretto Militaire dl Veniuzia,1,2,"Governance, civic administration & institutional titles"
Segretario Ispet. Ispt. Circoscrizione Doganale,1,2,"Governance, civic administration & institutional titles"
presidi,1,2,"Governance, civic administration & institutional titles"
Presidente Tstinto Veneto di Scienze Lettere ed Arti,1,2,"Governance, civic administration & institutional titles"
"Ass. Naz. Mutilati ed Invalidi di Guerra, ex Palazzo Reale",1,2,"Governance, civic administration & institutional titles"
Procuratore della Scuola Mer-letti di Murano,1,2,"Governance, civic administration & institutional titles"
rappresentanze generali e limenari,1,2,"Governance, civic administration & institutional titles"
"Vice Comandante, Capitano",1,2,"Governance, civic administration & institutional titles"
"Insegnante, Rettore Istituto Crovani e Guglielmo Marconi",1,2,"Governance, civic administration & institutional titles"
ispett. comp. dell'Ispettorato delle Imposte direttc,1,2,"Governance, civic administration & institutional titles"
Pres. Società degli Amici dei Monumenti,1,2,"Governance, civic administration & institutional titles"
Vice Ispet. di Zona,1,2,"Governance, civic administration & institutional titles"
professore Instituto Universitario di Architett.,1,2,"Governance, civic administration & institutional titles"
professore Instituto Universitario Architett.,1,2,"Governance, civic administration & institutional titles"
"C. Reparto, Uff. personale Ferrovie dello Stato",1,2,"Governance, civic administration & institutional titles"
Direttore Banca d’Italia,1,2,"Governance, civic administration & institutional titles"
Direzione Ferrovie de lo Stato,1,2,"Governance, civic administration & institutional titles"
Rappresentante,1,2,"Governance, civic administration & institutional titles"
Commissario dela Casa Previd. Lavoratori Portuali,1,2,"Governance, civic administration & institutional titles"
I Assistente del Genio Civile,1,2,"Governance, civic administration & institutional titles"
"Segretario di prima classe Tribunale Civile e Penale, Rialto numero 186",1,2,"Governance, civic administration & institutional titles"
"C. Reparto Gl. personale Ferrovie dello Stato, Direzione",1,2,"Governance, civic administration & institutional titles"
Segretario della (FIDAL),1,2,"Governance, civic administration & institutional titles"
Segretario Generale Deputazione Provinciale dell'Amministrazione della Provincia,1,2,"Governance, civic administration & institutional titles"
Capo Uff.,1,2,"Governance, civic administration & institutional titles"
Direzione Lotto,1,2,"Governance, civic administration & institutional titles"
Rappresentante e Depositi,1,2,"Governance, civic administration & institutional titles"
Direzione S. Lucis,1,2,"Governance, civic administration & institutional titles"
Capo uff. Amministr.,1,2,"Governance, civic administration & institutional titles"
disegnatore Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,2,"Governance, civic administration & institutional titles"
Direttore dell’Istituto Nazionale per l’Assicurazione contro gli Infortunii sul Lavoro,1,2,"Governance, civic administration & institutional titles"
professore Istituto Universitario di Architet,1,2,"Governance, civic administration & institutional titles"
Capo della Sezione price. Sez. Movimento Ferrovie Dello Stato,1,2,"Governance, civic administration & institutional titles"
"Uff. personale Ferrovie dello Stato, Direzione S. Lucia",1,2,"Governance, civic administration & institutional titles"
Direttore Generale Istituto Federale delle Casse di Risparmio delle Venezie,1,2,"Governance, civic administration & institutional titles"
Segretario Consulate Regionale per l'Agroclultura e Foreste,1,2,"Governance, civic administration & institutional titles"
rappresentante carta,1,2,"Governance, civic administration & institutional titles"
Direttore Banca Commerciale Italiana,1,2,"Governance, civic administration & institutional titles"
Aiutante di Cancelleria della Pretura di Mestre,1,2,"Governance, civic administration & institutional titles"
Uffici Centrali dell'Amministrazione della Provincia,1,2,"Governance, civic administration & institutional titles"
Sindaco Assist. Naz. Combattenti,1,2,"Governance, civic administration & institutional titles"
"Comand. Circolo Iozione Tetrti, Guardia di Finanza",1,2,"Governance, civic administration & institutional titles"
Primo Pretore dirige entf,1,2,"Governance, civic administration & institutional titles"
"Sostituto capo Sez. Materiale Trazione, Ferrovie dello Stato, Direzione",1,2,"Governance, civic administration & institutional titles"
Vice Comm. Agg.,1,2,"Governance, civic administration & institutional titles"
Vice Presid. Sc.,1,2,"Governance, civic administration & institutional titles"
Membro Ann.,1,2,"Governance, civic administration & institutional titles"
Imp. Gen. per Costruzioni,1,2,"Governance, civic administration & institutional titles"
Archivista dell’ Avvercatura dello Stato,1,2,"Governance, civic administration & institutional titles"
"Comando iplepii, Legione Territ, Guardia di Finanza",1,2,"Governance, civic administration & institutional titles"
Preside Iss. Magistrale Parificato,1,2,"Governance, civic administration & institutional titles"
(Consultivo dei Comune),1,2,"Governance, civic administration & institutional titles"
Presidente dell'Associaz ione fra i dipendenti di Aziende Commerci alie della Provincia,1,2,"Governance, civic administration & institutional titles"
Uff. I. Ragioniere Intenden. za di Finanza Direzione Lotto,1,2,"Governance, civic administration & institutional titles"
Presidente del ACCNl,1,2,"Governance, civic administration & institutional titles"
Capo Tecnico,1,2,"Governance, civic administration & institutional titles"
 Guardia di Finanza,1,2,"Governance, civic administration & institutional titles"
soprintendente dell’Ente autonomo del Teatro la Fenice,1,2,"Governance, civic administration & institutional titles"
Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,2,"Governance, civic administration & institutional titles"
Agente principale di Venezia: Soc. Rappresentanza Generali,1,2,"Governance, civic administration & institutional titles"
Vice Direttore Manifattura Tabacchi,1,2,"Governance, civic administration & institutional titles"
Prosindaco del Municipio,1,2,"Governance, civic administration & institutional titles"
Lo Ragioniere Ghn. neto Prefettura,1,2,"Governance, civic administration & institutional titles"
Segret. Capo,1,2,"Governance, civic administration & institutional titles"
Comandante in 2.,1,2,"Governance, civic administration & institutional titles"
Assistente del Genio Civile,1,2,"Governance, civic administration & institutional titles"
"Comm, esecutivo",1,2,"Governance, civic administration & institutional titles"
V. Direttore del A. C.N.I.L.,1,2,"Governance, civic administration & institutional titles"
Direttore aggiunto Banca di Napoli,1,2,"Governance, civic administration & institutional titles"
Capo Div. Direzione Ragioneria e tributi,1,2,"Governance, civic administration & institutional titles"
Vice Direttore Istituto Vittorio Alfierl,1,2,"Governance, civic administration & institutional titles"
Consigliere del Circlo Fi,1,2,"Governance, civic administration & institutional titles"
Primo Segretario Uffici Centrali dell'Amministrazione della Provincia,1,2,"Governance, civic administration & institutional titles"
Ispettore Tecnico del movimento postale,1,2,"Governance, civic administration & institutional titles"
Consigliere Banca Veneta Mezzana a Gretti e Conti Correnti,1,2,"Governance, civic administration & institutional titles"
V. Pres. | Ass. Naz . Reduci,1,2,"Governance, civic administration & institutional titles"
UPSEA | Uff. Regionale di Coordinamento,1,2,"Governance, civic administration & institutional titles"
Sindaco effettivo Banca Veneziana di Crediti e Conti Correnti,1,2,"Governance, civic administration & institutional titles"
"Pres. Assoc. Naz. Reduci, Palazzo ex Reale",1,2,"Governance, civic administration & institutional titles"
Vice Segretario gen.,1,2,"Governance, civic administration & institutional titles"
Dirigente incaricato,1,2,"Governance, civic administration & institutional titles"
Gerente,1,2,"Governance, civic administration & institutional titles"
Medico vic ispettore del servizio sanitario,1,2,"Governance, civic administration & institutional titles"
Ispettore servizi di annona,1,2,"Governance, civic administration & institutional titles"
Vice ispettore di annona,1,2,"Governance, civic administration & institutional titles"
Segretario capo sezione,1,2,"Governance, civic administration & institutional titles"
Direttore veterinario,1,2,"Governance, civic administration & institutional titles"
Veterinario assistente,1,2,"Governance, civic administration & institutional titles"
Comando Vigili,1,2,"Governance, civic administration & institutional titles"
"Conservatore, ",1,2,"Governance, civic administration & institutional titles"
DIREZIONE SUPERIORE DI DOGANA,1,2,"Governance, civic administration & institutional titles"
Direttore locale,1,2,"Governance, civic administration & institutional titles"
Ispettore Capo di giro,1,2,"Governance, civic administration & institutional titles"
Ispettore Capo Uff. Visite,1,2,"Governance, civic administration & institutional titles"
Ispettore Capo Uff. Scritture,1,2,"Governance, civic administration & institutional titles"
Capo Ufficio Statistica: Proo Capo,1,2,"Governance, civic administration & institutional titles"
