occupation,frequency,canonical_label
pesce crostacei,1,seafood
tendaggi e tappeti,1,curtains and carpets
notato,1,notary public
commercio e lavorazione,1,commerce and processing
carbone importatori e produttori,1,coal importers and producers
Ispettrice Reale Infermiere Volont. Croce Rossa Italiana,1,nursing (Red Cross)
radiologo,1,radiology
vetri in genere e lampadari,1,glass and chandeliers
vetrerie in genere lampadari,1,glassworks and chandeliers
photoengraving,1,photoengraving
pharmacy,1,pharmacy
factories,1,manufacturing
Pres,1,president
"Direttore, ",1,director
UFFICIO DEL REGISTRO ATTI CIVILI,1,civil registry office
UFFICIO REGISTRO ATTI GIUDIZIARI E CONCESSIONI GOVERNATIVE,1,judicial registry office
UFFICIO DEL REGISTRO SUCCESSIONI E DEMANIO,1,succession and property office
UFFICIO IMPOSTA IN SURROGAZIONE,1,tax office
ISPETTORATO COMPARTIMENTALE DELLE DOGANE,1,customs inspectorate
DOGANA,1,customs
Procuratore Capo,1,chief prosecutor
Sovraintendente,1,superintendent
Organizmatore,1,organizer
Stampa,1,printing
Categoria IX,1,category IX
Categoria VII,1,category VII
Category: Ospitalità,1,hospitality
Categoria XXII,1,category XXII
Acquedotti,1,Waterworks
"Costruzione riparazione e motorizzazione Burchi, Bragozzi, Topi, Maone, Peate; Motoscafi di lusso e da trasporto - Arredamento completo del natante",1,Boat construction and repair
Coltellerie IN GENERE - ARROTATURA RASOI,1,Cutlery
libri antichi,1,Rare books
Orzo,1,Barley
Ottonai,1,Brass workers
(già Pardo e Bassani),1,(formerly Pardo and Bassani)
Ufficio Rappresentanza Prodotti Italiani URPI,1,Italian products representation
Elettricista,1,Electrician
agnuni,1,Wool
autotrasporti ricuperi navali,1,Transport and naval recovery
vendita immobili,1,Real estate sales
In. dell’intendenza di finanza,1,Finance office
sartoria e confezioni per signorа,1,Tailoring for women
rappresentante macchinari,1,Machinery representative
lavandera e stireira,1,Laundry services
S. Maria delle Penitenti,1,Religious institution
S. Lodo. vico (S. Alvise),1,Religious institution
"Pres, Arciconfratermita di San Cristoforo e Compagnia della Misericordia",1,Charity organization
 piante e sementi,1,Plants and seeds
Agenzia Marittima e casa di spedizioni,1,Shipping agency
fabbro ferraro e meccanico,1,Blacksmith and mechanic
 articoli casalinghi,1,Household goods
casa di cura fdm.,1,Nursing home
riproduzioni di oggetti artistici,1,Art reproductions
ceramica,1,ceramics
gestione tCSAn,1,management
I.Q prof. titol. un. post,1,education
Stole e tessuti,1,fabrics and textiles
"s. 8. a r. 1., lavori manovalanza",1,labor services
Fabbrica Acque Gassate,1,soda factory
autoligenzio e straflutione sa,1,automotive services
Lavoro (ANPI),1,labor organization
carta da parati ed affini,1,wallpaper and related
Rk. PP. Armeni Mechitaristi,1,religious institution
iucoperi navali,1,naval supplies
lavandoria e steria,1,laundry services
orefacreia,1,jewelry
Ispettore Capo l'Uffcio visite,1,chief inspector
rappresentante generale alimentari,1,food representative
Specialista,1,specialist
Capo Gruppo Regionale,1,regional leader
Negoziante,1,merchant
botigli°eria,1,liquor store
autoriparatori,1,auto repair
Pres. della Soc,1,society president
Mercerie filati e affini,1,haberdashery
Fiori piante e sementi,1,flowers and plants
Costruzioni mercante,1,Construction trade
Mosaici Articoli Gres Industriali Ceramiche Aprile Lavorate,1,Ceramics and mosaics
ag. capo Stazione Marittima,1,Maritime station agency
dirett. uff. distrett. delle Imposte Dirette,1,Tax office director
 pelletterie,1,Leather goods
monista,1,Accountant
AFFITTI-APPARTAMENTI CASE,1,Apartment rentals
impresa edile e appalti vari,1,Construction and contracts
"Vini (grossista), liquori (fabbrica & deposito)",1,Wine and liquor wholesaler
Ritocchi artistici - Lavori industriali - Reparto eliocinografico - vendita materiale fotocenematicografico,1,Artistic retouching and industrial work
 Atti giud. e conlesso governativo,1,Legal and government documents
aggiusta maturittima rimorchiatore,1,Maritime repair services
INSETTICIDI,1,Insecticides
Empoilo Materiale Elettfi.,1,Electrical materials supplier
Economo Accademia di Belle Arti e Liceo Arti,1,Academy of Fine Arts
ristor ante,1,Restaurant
"t. r. I., per la gestione del caffè: Alpolco, caffè (esercizi)",1,Café management
S. A. Ricomimenti Alveraggo aux Verenti autorimoti,1,Automotive company
cas erni animali,1,Animal housing
(gab. inetti di posa),1,Installation services
 pelli e materiale per costruzioni edilizie,1,Building materials
Fabbrica S. Baseggio 1124,1,Manufacturing company
Geludio Civile,1,Civil service
 confezioni,1,Tailoring
eralta (torrefazione),1,Coffee roasting
gioiellera (rivendita),1,jeweler
Comandante del Porto Capitano uffi Porto,1,port commander
Uflicio Stampa Cabineto di Prefettura,1,printing office
pali in cemento armato,1,construction trade
osterica,1,oyster seller
cement con- truction e mandauti di calce,1,construction trade
Ruga Giuffa,1,street name
osteitrico,1,obstetrician
elettricita idraulica e gas,1,utilities provider
Legname Compensato,1,lumber supplier
bottiglieriа,1,wine merchant
parrucchiera per signora,1,hairdresser
Capo Divisione 2-na,1,government official
Palazzo Ducale,1,civic institution
decoratore o pittore,1,decorator
Ass. Supattiva Venziana e C. Reper D.,1,business association
Prefetto,1,government official
Vice Prefetto vicario,1,government official
Vice Prefetto ispettore,1,government official
Vice Prefetto ispett.,1,government official
Consigliere di l. classe,1,legal advisor
V. Prefetto Ispett.,1,government official
Capo divisione,1,government official
Vice Prefetto Ispett.,1,government official
Consigliere di I. cl.,1,legal advisor
Consigliere i. cl.,1,Legal profession
Veterinarî prov.,1,Veterinary profession
I.o Segretario,1,Government/civic institution
Capo Ragioniere,1,Government/civic institution
rappresentante esercenti cinema e teatri,1,Entertainment industry
Federaz. Cooperative,1,Cooperative organization
medico pediatra,1,Medical profession
esperto materie amministrative,1,Administrative profession
esperto scienze guerriere,1,Military profession
colonnello medico,1,Medical profession
rappresentante dei medici,1,Medical profession
rappresentante dei veterinari,1,Veterinary profession
Deputazione Borsa valori,1,Financial institution
Supplente,1,Government/civic institution
UNIONE REGIONALE CAMERE DI COMMERCIO DELLE VENEZIE,1,Government/civic institution
ISTITUTO NAZIONALE PER IL COMMERCIO ESTERO,1,Government/civic institution
Vice Questore,1,Government/civic institution
Capo Gabinetto,1,Government/civic institution
Addetto Gabinetto,1,Government/civic institution
Ufficio Stranieri,1,Government/civic institution
Seconda Divisione,1,Government/civic institution
Divisione III.a,1,Government/civic institution
Maggiore di P.S. in S.P.E.,1,Government/civic institution
Commissariato di S. Marco,1,Government/civic institution
Commissariato di Cannaregio,1,Government/civic institution
Commissariato di S. Polo e S. Croce,1,Government/civic institution
Commissariato di Castello,1,Government/civic institution
Commissariato di Dorsoduro,1,Government/civic institution
Segretari capi: Contenzioso,1,Legal profession
Segretari capi: Segreteria,1,Government/civic institution
"Capo della Sezione, Sezione Materiale e Trazione",1,Government/civic institution
Sostituto capo sezione,1,Government/civic institution
Ispettore di La classe,1,Government/civic institution
"Capo della sezione, Sezione Lavori di Venezia",1,Government/civic institution
Titolare,1,Business owner
Sezione specializzata di Zootecnia,1,Veterinary science
"mercierie, lingere, maglierie ed affini",1,Retail trade
arte antica,1,Art dealer
orologie,1,Watchmaker
prodotti siderurgici e metallurgici,1,Metal industry
materiali ferrosi da riutilizzo,1,Recycling
vetro e ceramica,1,Glass and ceramics
radio e accessorii,1,Electronics
elettricità ed idraulica,1,Electrical and hydraulic
cuoi ed affini,1,Leather goods
rivieditori zenergi ni Monopolio,1,Retail trade
grossisti combustibili e solidi,1,Wholesale trade
detàglian- ti legna e charbonc,1,Retail trade
grossisti spettaclli medicinali,1,Wholesale trade
Decorazione,1,Decoration
Tecniche dell'incisione,1,Art techniques
Anatomia,1,Medical profession
Plastica Ornamentale,1,Decorative arts
Storia dell’arte,1,Art history
Architettura,1,Architecture
Architettura disegno geometrico e prospettiva,1,Architectural design
Ornato modellato,1,Decorative modeling
Matematica e fisica,1,Science education
Storia dell'arte,1,Art history
Letteratura italiana e storia,1,Italian literature
Letteratura Italiana e storia,1,Italian literature
Scienze naturali chimica e geografia,1,Natural sciences
religione,1,Religion
Officiale,1,Government official
Promotore di giustizia,1,Legal profession
Cappellano-curato,1,Clergy
Vicario parrocchiale,1,Clergy
Segretario del Consiglio,1,Government official
Cicli e Motocicli,1,bicycles and motorcycles
Forniture complete mobili e accessori per ufficio,1,Office supplies
PAVIMENTAZIONE RIVESTIMENTI MUSIVI VETROSI,1,Flooring and mosaics
segretario Istituto Univers. di Economia e Commercio,1,University secretary
Forniture,1,Supplies
cralrature,1,Literature
