Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier,matched_parish,matched_sestiere,matched_lett,all_doors
Rinaldo ing. Colombo,VENEZIA • Via XXII Marzo,"S. Marco, Calle degli Avvocati",,Consigliere,,",",,,68,page_68_semantic.csv,government,,,SAN MARCO,,False,"Nominatim failed: query=Calle degli Avvocati, San Marco, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Calle degli Avvocati, San Marco, Venezia, Italy",False,,,no_civic_number,,,,,
Filippi Eugenio,VENEZIA • Via XXII Marzo,"S. Marco, Calle degli Avvocati",,Segretario,,",",,,68,page_68_semantic.csv,government,,,SAN MARCO,,False,"Nominatim failed: query=Calle degli Avvocati, San Marco, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Calle degli Avvocati, San Marco, Venezia, Italy",False,,,no_civic_number,,,,,
Eugenio Sandhois,VENEZIA • Via XXII Marzo,,,Presidente,,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ammiraglio Carlo De' Bei,VENEZIA • Via XXII Marzo,,,Presidente,,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Gelli Oscar,VENEZIA • Via XXII Marzo,,,Direttore,,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Galliadi Gino,VENEZIA • Via XXII Marzo,,,Ispettore,,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
dr. Gino Galliardi,VENEZIA • Via XXII Marzo,S. Leonardo,,Direttore,,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
duse,"VENEZIA • Via XXII Marzo, 2288",S. Leonardo,,Gestione Raggruppamento Autocarri,,Forniture complete MOBILI • ACCESSORI per UFFICIO,,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Grandesco dott. Michele,Ramo primo della Ascensione numero 1253,S. Leonardo,,Medico fiduciario,,",",,,69,page_69_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Montalto dott. Ugo,Ramo primo della Ascensione numero 1253,S. Leonardo,,Medico fiduciario,,",",,,69,page_69_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Polichati prof. Enrico,Ramo primo della Ascensione numero 1253,S. Leonardo,,Medico fiduciario,,(per Mestre e Porto Marghera),,,69,page_69_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Vianello dr. Riccardo,"Presso Ca' Matteioti, Via XXVIII aprile",,,Presidente,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,",",,,69,page_69_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Samuele Aurelio,"Presso Ca' Matteioti, Via XXVIII aprile",,,Vice Segretario,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,",",,,69,page_69_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,False,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Cosciutta Giorgio,"Presso Ca' Matteioti, Via XXVIII aprile",,,Vice Segretario,ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,",",,,69,page_69_semantic.csv,government,,,,,False,"Nominatim failed: query=Ca' Matteioti, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Ca' Matteioti, Venezia, Italy",False,,,no_civic_number,,,,,
,Via Ex Pietro Marsch n. 3,,,,,",",,,69,page_69_semantic.csv,government,3498.0,A,DORSODURO,,False,,True,no_geocode_result,,,,,,no_geocode_result,,Santa Maria del Carmine,DORSODURO,,
Gino Rumor,Venezia - Riva del Vin 722 - 728,C. R. A. L. Vari,,Direttore Artistico Fed. Prov.,Carta - Cartoni Cancelloria,",",,,70,page_70_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Camillo Nolli,Venezia - Riva del Vin 722 - 728,C. R. A. L. Vari,,Segretario Federazione Prov. Filodrammatiche,Carta - Cartoni Cancelloria,",",,,70,page_70_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Augusto Torsen,Venezia - Riva del Vin 722 - 728,C. R. A. L. Vari,,Direttore Prov. per 1a Propaganda Cinematografica,Carta - Cartoni Cancelloria,",",,,70,page_70_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Tullio Lunardi,Venezia - Riva del Vin 722 - 728,C. R. A. L. Vari,,Collaboratore per il Servizio Fotografico: Giuseppe (Omo. il Servizio Stampa),Carta - Cartoni Cancelloria,",",,,70,page_70_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Enrico Lupelli,Venezia - Riva del Vin 722 - 728,C. R. A. L. Vari,,Collaboratore Tecnico Prov. per la Musica,Carta - Cartoni Cancelloria,",",,,70,page_70_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Giustino Cassoli,Venezia - Riva del Vin 722 - 728,C. R. A. L. Vari,,Collaboratore Tecnico per recupero beni O. N. D. e pratiche danni di guerra,Carta - Cartoni Cancelloria,",",,,70,page_70_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Avv. Nunzio Cannito,Venezia - Riva del Vin 722 - 728,C. R. A. L. Vari,,Collaboratore per l'Assistenza Legale,Carta - Cartoni Cancelloria,",",,,70,page_70_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Gianni Meneghel,Venezia - Riva del Vin 722 - 728,C. R. A. L. Vari,,Direttore Tecnico Prov.le per la Cultura Popolare,Carta - Cartoni Cancelloria,",",,,70,page_70_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
SIG Hubert Elie,"Campo S. Vio, Palazzo Cini",,,Consigliere d’Ambasciata con funzioni di Console,Consolati,,,,71,page_71_semantic.csv,government,,,DORSODURO,,True,"Nominatim failed: query=Palazzo Cini, Campo San Vio, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Cini, Campo San Vio, Venezia, Italy",False,,,no_civic_number,,,,,
Cav. Uff. Giulio Boccolini,Calle del Remedio 4421,,,Vice Console,Console N. N.,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Carlo Rittchen,Edm. Misericordia 2591,,,Direttore Consolare,Consolati,Dipendená del Consolato di Svezia e comprende anche i Consolati di Trieste e Fiume,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Edm. Misericordia 2591, Villa delle Maravegie,,Section Title,Consolati,S. Trovao,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,"Edm. Misericordia 2591, Via A. Appiani 19",,,Milano,Altri Consolati aventi giurisdizione sulla Regione Veneta,Belgio,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5",,,Milano,Altri Consolati aventi giurisdizione sulla Regione Veneta,Cecoslovacchia,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9",,,Roma,Ambasciata del Cile,Cile,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17",,,int. 5 (Lep' Segai),Columbia,"Genova, , ",,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17, Via Flaminia 79",,,Roma,Legazione di Columbia,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17, Via Flaminia 79",Grand Hotel,, vie delle Terme,Roma,"Legazione di Cuba, , ",,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Skips,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17, Via Flaminia 79",empty location,,clearly separated columns,name,Romaily (spelling preserved) cannot spread organically. | no,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,"Edm. Misericordia 2591, Via A. Appiani 19, Via Baldissera 5, Via Lazio 9, Via Palestro 17, Via Flaminia 79",,,Presso Consolato Gran Bretagna,Britain,Milano,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via Casareggio 5,Genova,,Prof. comm. Carlos Arteta,Equatore,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via Palestro 14,Milano,,Section Title,Gran Bretagna,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via Palestro 14,,,Presso Consolato degli Stati Uniti,Haiti,Milano,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via Palestro 14,Jugoslavia,,Section Title,Altri Consolati aventi giurisdizione sulla Regione Veneta,Milano,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Sig. Victor Bruck,Via G. Melchiori 11,Roma,,Section Title,Lussemburgo,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via del Mare 19,Roma,,Legazione di Norvegia,Altri Consolati aventi giurisdizione sulla Regione Veneta,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via del Mare 19,Milano,,(spelling preserved),name,Genova,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via XX Settembre 23,Genova,,Cons. Gen. Don Antonio Piesso Panizzo,Perù,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via XX Settembre 23,Presso Consolato degli Stati Uniti,,S. Salvador,Altri Consolati aventi giurisdizione sulla Regione Veneta,Roma,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via XX Settembre 23,Genova,,(relationship for Alfredo Perito),Paraguay,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Sig. José Scarrone,Via XX Settembre 23, Via Balbi,,Genova,Altri Consolati aventi giurisdizione sulla Regione Veneta,"Uruguay, , | Hotel Principe",,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via Case Rotte 5,Milano,,Section Title,U.S.A.,,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via Case Rotte 5,Legazione degli Stati Uniti d'America,,Section Title,Altri Consolati aventi giurisdizione sulla Regione Veneta,Roma,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via Case Rotte 5,Grand Hotel of a location unknown,,Venezuela,Altri Consolati aventi giurisdizione sulla Regione Veneta,Roma,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Via Case Rotte 5,D’alessandro,,Santo Domingo,,Genova,,,71,page_71_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Scuola Media «S. Giovanni Laterano »,Venezia,,ISTRUZIONE MEDIA,"SCIENTIFICA E MAGISTRALE,",,,,75,page_75_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Scuola Media «S. Giovanni Laterano »,Venezia,,,"SCIENTIFICA E MAGISTRALE,",,,,75,page_75_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
,Scuola Media «S. Giovanni Laterano »,Venezia,,,"SCIENTIFICA E MAGISTRALE,",,,,75,page_75_semantic.csv,government,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Infanti dr. arch. Luigi,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,"di architettura degli interni, arredamento e decorazione",,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Bonizio dr. arch. Guido,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,di Elementi di composizione,,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Cherubini dr. Arch. Vincenzo,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,di Disegno dal vero,,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Scatolin dr. arch. Giorgia,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,di Elementi di architettura e rilievo dei monumenti,,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Scarpa dr. Luigi,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,di Storia dell’arte e storia e stili dell’architettura. Caratteri stilistici e costruttivi dei monumenti,,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Speranza dr. Francesco,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,"di Analisi matematica e geometria analitica, Fisica, Fisica tecnica",,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Scarpa dr. Mario,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,di Meccanica razionale e statica grafica,,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Scipioni dr. Andrea,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,di Chimica generale ed applicata,,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
Venturini dr. Arch. Bruno,Scuola Media «S. Giovanni Laterano »,"""San Trovaso",,ISTRUZIONE ARTISTICA,"di Scienza delle costruzioni, Restauro dei monumenti",,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,"Nominatim failed: query=Chiesa di San Giovanni Laterano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Laterano, Venezia, Italy",False,,,no_civic_number,,,,,
," Via Briati 9, , ", con annessa Scuola sec. anv. Prof.,,,,,,,75,page_75_semantic.csv,government,2821.0,C,SANTA CROCE,,True,,,no_geocode_result,inside_venice,"Palazzo Tron, Venezia, Italy",False,,,no_geocode_result,,,,,
Trevisanello Giuseppe," Via Briati 9, , ","""San Trovaso",,Custode,"SCIENTIFICA E MAGISTRALE,",,,,75,page_75_semantic.csv,government,,,DORSODURO,Santi Gervasio e Protasio,True,,,no_geocode_result,inside_venice,"Chiesa di San Trovaso, Venezia, Italy",False,,,no_geocode_result,,,,,
,"Accademia di Belle Arti e Liceo Artistico, Fond. Arsenale 2162-C",,,Provveditore agli studi (reggente),Laboratorio Scuola per Operai Elettromeccanici,",",,,76,page_76_semantic.csv,government,,,,,False,"Nominatim failed: query=Accademia di Belle Arti e Liceo Artistico, Venezia, Italy | type=nan class=nan",False,no_civic_number,inside_venice,"Accademia di Belle Arti e Liceo Artistico, Venezia, Italy",False,,,no_civic_number,,,,,
